align_step,alpha,bbp_step,beta,dim,feature_projection,feature_rate_ratio,freon_c,grad_mode,h_bulk_edge_q,h_edge_isotropic,h_gap_q,haa_trace_over_n,hww_bulk_edge_q,hww_edge_isotropic,hww_gap_q,hww_top_eig,hww_trace_over_n,loss,lr_v,lr_w,momentum,muon_nesterov,muon_ns_steps,muon_update_scale,optimizer,projected_lambda_residual_norm,projected_residual_teacher_cos,projected_teacher_norm,r_i,r_ii,r_ii_projected,rand_spectrum_high,readout_optimizer,residual_lambda_norm,seed,source,spectral_assume_rank_one,spike_m,step,sv_bulk_edge_q,sv_gap_q,top_h_proxy_eig,top_right_teacher_align_abs,top_singular_value,trace_w_lambda_wt_over_n,trunc_frac,v_norm,w_fro_over_n,width
2000,1.25,0,0.2,1000,bap,0.696436,0.5,population,0.0458839051425457,4.047857702507763,1.2963387966156006,4.124484348722035e-06,4.4808501115767285e-05,0.003952986037605237,0.0012659558560699224,0.0013107643462717533,4.318379524193006e-06,0.04651125520467758,0.04,0.02785744,0.0,0,5,sqrt_aspect,freon,0.00866633653640747,0.6004812121391296,22.169925689697266,0.0016652903286740184,2.9480478763580322,4.906613826751709,1.175,sgd,0.010045328177511692,0,results/control_allbeta_10k/opt=freon_beta=0.2_N=1024_D=1000_alpha=1.25_seed=0_grad=population_lrw=0.0278574_lrv=0.04_mom=0_proj=bap_ropt=sgd_ns=5_nesterov=0_scale=sqrt_aspect_freonc=0.5_trunc=0.05_randhi=1.175/metrics.jsonl,1,60.320945739746094,10000,60.97426986694336,165.16482543945312,1.3422226905822754,0.5122105479240417,226.13909912109375,4.528149127960205,0.05,33.7676887512207,1044.892333984375,1024
1500,1.25,0,0.2,1000,bap,0.696436,0.5,population,0.047436852008104324,4.047857702507763,1.4014875888824463,3.726254590219469e-06,4.632505078916438e-05,0.003952986037605237,0.001368640223518014,0.0014149652561172843,4.458290732145542e-06,0.04951053112745285,0.04,0.02785744,0.0,0,5,sqrt_aspect,freon,0.00970836728811264,0.6421432495117188,23.172269821166992,0.0016644599381834269,2.8003995418548584,4.6080780029296875,1.175,sgd,0.011125696823000908,1,results/control_allbeta_10k/opt=freon_beta=0.2_N=1024_D=1000_alpha=1.25_seed=1_grad=population_lrw=0.0278574_lrv=0.04_mom=0_proj=bap_ropt=sgd_ns=5_nesterov=0_scale=sqrt_aspect_freonc=0.5_trunc=0.05_randhi=1.175/metrics.jsonl,1,59.273460388183594,10000,61.13483428955078,166.00384521484375,1.4489244222640991,0.5262792706489563,227.13868713378906,4.674856662750244,0.05,32.09613800048828,1047.5272216796875,1024
1500,1.25,0,0.2,1000,bap,0.696436,0.5,population,0.046741973608732224,4.047857702507763,1.351583480834961,3.989412562077632e-06,4.564645860227756e-05,0.003952986037605237,0.0013199057430028915,0.0013655521906912327,4.395986252347939e-06,0.04481935501098633,0.04,0.02785744,0.0,0,5,sqrt_aspect,freon,0.008742023259401321,0.6365928649902344,22.775558471679688,0.0016642314149066806,3.0476109981536865,4.945791721343994,1.175,sgd,0.009880284778773785,2,results/control_allbeta_10k/opt=freon_beta=0.2_N=1024_D=1000_alpha=1.25_seed=2_grad=population_lrw=0.0278574_lrv=0.04_mom=0_proj=bap_ropt=sgd_ns=5_nesterov=0_scale=sqrt_aspect_freonc=0.5_trunc=0.05_randhi=1.175/metrics.jsonl,1,63.847862243652344,10000,60.962127685546875,163.81341552734375,1.3983254432678223,0.5544797778129578,224.77554321289062,4.609525680541992,0.05,33.21016311645508,1044.5941162109375,1024
2000,1.25,0,0.2,1000,bap,0.696436,0.5,population,0.2993186116218567,1.8435417527999325,1.0090632438659668,0.00024293737078551203,0.0023384266532957554,0.014402669943749473,0.007883306592702866,0.010221733711659908,0.00027006553136743605,0.1043458878993988,0.04,0.02785744,0.0,0,5,sqrt_aspect,freon,0.0008240776951424778,0.020168982446193695,45.7367057800293,0.013477149419486523,3.1979002952575684,152.13247680664062,1.175,sgd,0.027302749454975128,0,results/control_allbeta_10k/opt=freon_beta=0.2_N=128_D=1000_alpha=1.25_seed=0_grad=population_lrw=0.0278574_lrv=0.04_mom=0_proj=bap_ropt=sgd_ns=5_nesterov=0_scale=sqrt_aspect_freonc=0.5_trunc=0.05_randhi=1.175/metrics.jsonl,1,43.101558685302734,10000,42.11629867553711,87.91011047363281,1.3083819150924683,0.236794114112854,130.0264129638672,4.424753665924072,0.05,11.453248977661133,1113.4212646484375,128
2000,1.25,0,0.2,1000,bap,0.696436,0.5,population,0.3401556611061096,1.8435417527999325,1.3668508529663086,0.0002952843497041613,0.0026574661023914814,0.014402669943749473,0.010678522288799286,0.01333598792552948,0.00030094460817053914,0.10419517755508423,0.04,0.02785744,0.0,0,5,sqrt_aspect,freon,0.0017132567008957267,0.018035711720585823,50.626129150390625,0.013520591892302036,2.9736227989196777,66.37348175048828,1.175,sgd,0.02663252502679825,1,results/control_allbeta_10k/opt=freon_beta=0.2_N=128_D=1000_alpha=1.25_seed=1_grad=population_lrw=0.0278574_lrv=0.04_mom=0_proj=bap_ropt=sgd_ns=5_nesterov=0_scale=sqrt_aspect_freonc=0.5_trunc=0.05_randhi=1.175/metrics.jsonl,1,41.676509857177734,10000,42.049285888671875,79.5279769897461,1.7070064544677734,0.22383850812911987,121.57726287841797,4.930676460266113,0.05,12.627045631408691,1100.2911376953125,128
1500,1.25,0,0.2,1000,bap,0.696436,0.5,population,0.2883319556713104,1.8435417527999325,1.0753720998764038,0.0003091524704359472,0.0022525934036821127,0.014402669943749473,0.008401344530284405,0.010653938166797161,0.00027322053210809827,0.10135430842638016,0.04,0.02785744,0.0,0,5,sqrt_aspect,freon,0.0016128229908645153,-0.015694420784711838,51.16917037963867,0.01346762478351593,2.656487464904785,68.9071273803711,1.175,sgd,0.029135623946785927,2,results/control_allbeta_10k/opt=freon_beta=0.2_N=128_D=1000_alpha=1.25_seed=2_grad=population_lrw=0.0278574_lrv=0.04_mom=0_proj=bap_ropt=sgd_ns=5_nesterov=0_scale=sqrt_aspect_freonc=0.5_trunc=0.05_randhi=1.175/metrics.jsonl,1,50.94358444213867,10000,41.977237701416016,83.43452453613281,1.3637040853500366,0.2580375373363495,125.41175842285156,4.476445198059082,0.05,12.920160293579102,1111.93701171875,128
1500,1.25,0,0.2,1000,bap,0.696436,0.5,population,0.021479420363903046,5.9101670111997295,1.3917205333709717,9.675510455053882e-07,1.0487998224562034e-05,0.002885823735937368,0.0006795510416850448,0.0006900390144437551,1.1061815712309908e-06,0.03686434030532837,0.04,0.02785744,0.0,0,5,sqrt_aspect,freon,0.007180685177445412,0.7379797697067261,19.513059616088867,0.0008316861931234598,2.7184391021728516,4.322693824768066,1.175,sgd,0.007952101528644562,0,results/control_allbeta_10k/opt=freon_beta=0.2_N=2048_D=1000_alpha=1.25_seed=0_grad=population_lrw=0.0278574_lrv=0.04_mom=0_proj=bap_ropt=sgd_ns=5_nesterov=0_scale=sqrt_aspect_freonc=0.5_trunc=0.05_randhi=1.175/metrics.jsonl,1,70.29676818847656,10000,74.29792785644531,243.96681213378906,1.4131999015808105,0.6168475151062012,318.2647399902344,4.63966178894043,0.05,46.25923538208008,1045.83447265625,2048
1500,1.25,0,0.2,1000,bap,0.696436,0.5,population,0.02091408707201481,5.9101670111997295,1.3916453123092651,9.860174259301857e-07,1.021195657813223e-05,0.002885823735937368,0.0006795143126510084,0.0006897262646816671,1.1070018217651523e-06,0.0373261496424675,0.04,0.02785744,0.0,0,5,sqrt_aspect,freon,0.006758411880582571,0.7544201016426086,18.80565071105957,0.0008317051106132567,2.6454834938049316,4.549569606781006,1.175,sgd,0.008094520308077335,1,results/control_allbeta_10k/opt=freon_beta=0.2_N=2048_D=1000_alpha=1.25_seed=1_grad=population_lrw=0.0278574_lrv=0.04_mom=0_proj=bap_ropt=sgd_ns=5_nesterov=0_scale=sqrt_aspect_freonc=0.5_trunc=0.05_randhi=1.175/metrics.jsonl,1,70.71739196777344,10000,74.41377258300781,238.9309844970703,1.4125593900680542,0.6236000657081604,313.3447570800781,4.643102169036865,0.05,46.6985969543457,1046.5504150390625,2048
1500,1.25,0,0.2,1000,bap,0.696436,0.5,population,0.021918192505836487,5.9101670111997295,1.4295605421066284,9.433763921151694e-07,1.0702242434490472e-05,0.002885823735937368,0.0006980276084505022,0.000708729843609035,1.1189588349225232e-06,0.03750642389059067,0.04,0.02785744,0.0,0,5,sqrt_aspect,freon,0.006898826919496059,0.7449491024017334,19.037904739379883,0.000831404875498265,2.729301929473877,4.556585788726807,1.175,sgd,0.008021293208003044,2,results/control_allbeta_10k/opt=freon_beta=0.2_N=2048_D=1000_alpha=1.25_seed=2_grad=population_lrw=0.0278574_lrv=0.04_mom=0_proj=bap_ropt=sgd_ns=5_nesterov=0_scale=sqrt_aspect_freonc=0.5_trunc=0.05_randhi=1.175/metrics.jsonl,1,70.18267059326172,10000,74.41380310058594,244.4091033935547,1.4514787197113037,0.6222426295280457,318.8229064941406,4.693253517150879,0.05,45.677677154541016,1046.746337890625,2048
2500,1.25,0,0.2,1000,bap,0.696436,0.5,population,0.19225281476974487,2.267928851253881,1.1732728481292725,6.377901445375755e-05,0.0007509875576943159,0.008859097075210473,0.0045830970630049706,0.00533408485352993,7.082820229697973e-05,0.07326697558164597,0.04,0.02785744,0.0,0,5,sqrt_aspect,freon,0.0008429277804680169,0.07864484935998917,31.81869888305664,0.006690178066492081,3.747523784637451,102.6273193359375,1.175,sgd,0.016076451167464256,0,results/control_allbeta_10k/opt=freon_beta=0.2_N=256_D=1000_alpha=1.25_seed=0_grad=population_lrw=0.0278574_lrv=0.04_mom=0_proj=bap_ropt=sgd_ns=5_nesterov=0_scale=sqrt_aspect_freonc=0.5_trunc=0.05_randhi=1.175/metrics.jsonl,1,62.66777420043945,10000,46.37592697143555,139.34255981445312,1.365525722503662,0.32847458124160767,185.71849060058594,4.641797065734863,0.05,16.598369598388672,1125.3524169921875,256
1000,1.25,0,0.2,1000,bap,0.696436,0.5,population,0.20115089416503906,2.267928851253881,1.3012597560882568,6.980526086408645e-05,0.0007857456803321838,0.008859097075210473,0.005083045922219753,0.005868791602551937,7.25064383004792e-05,0.06391874700784683,0.04,0.02785744,0.0,0,5,sqrt_aspect,freon,0.0010924186790362,0.06039974093437195,39.44286346435547,0.006682370789349079,4.2017998695373535,75.69358825683594,1.175,sgd,0.013705474324524403,1,results/control_allbeta_10k/opt=freon_beta=0.2_N=256_D=1000_alpha=1.25_seed=1_grad=population_lrw=0.0278574_lrv=0.04_mom=0_proj=bap_ropt=sgd_ns=5_nesterov=0_scale=sqrt_aspect_freonc=0.5_trunc=0.05_randhi=1.175/metrics.jsonl,1,80.15653228759766,10000,47.04818344116211,141.5837860107422,1.502410650253296,0.3963935971260071,188.63197326660156,4.751781940460205,0.05,17.364831924438477,1138.046875,256
2000,1.25,0,0.2,1000,bap,0.696436,0.5,population,0.18065020442008972,2.267928851253881,1.2398666143417358,6.794156797695905e-05,0.0007056648610159755,0.008859097075210473,0.004843228962272406,0.005548893939703703,7.082254160195589e-05,0.06398739665746689,0.04,0.02785744,0.0,0,5,sqrt_aspect,freon,0.001016764435917139,0.0313042551279068,37.369354248046875,0.006678015924990177,4.095780372619629,82.4335708618164,1.175,sgd,0.014251776970922947,2,results/control_allbeta_10k/opt=freon_beta=0.2_N=256_D=1000_alpha=1.25_seed=2_grad=population_lrw=0.0278574_lrv=0.04_mom=0_proj=bap_ropt=sgd_ns=5_nesterov=0_scale=sqrt_aspect_freonc=0.5_trunc=0.05_randhi=1.175/metrics.jsonl,1,77.59508514404297,10000,46.26420211791992,141.4829559326172,1.420516848564148,0.39016449451446533,187.74716186523438,4.641426086425781,0.05,17.131458282470703,1126.828857421875,256
2500,1.25,0,0.2,1000,bap,0.696436,0.5,population,0.5215252041816711,1.3897708763999663,0.634118378162384,0.004082154482603073,0.016297662630677223,0.04343033988749895,0.0198161993175745,0.036113861948251724,0.003972333390265703,0.17809908092021942,0.04,0.02785744,0.0,0,5,sqrt_aspect,freon,0.0021024683956056833,-0.0307401604950428,109.28773498535156,0.055497512221336365,2.6609580516815186,116.37322998046875,1.175,sgd,0.06403622031211853,0,results/control_allbeta_10k/opt=freon_beta=0.2_N=32_D=1000_alpha=1.25_seed=0_grad=population_lrw=0.0278574_lrv=0.04_mom=0_proj=bap_ropt=sgd_ns=5_nesterov=0_scale=sqrt_aspect_freonc=0.5_trunc=0.05_randhi=1.175/metrics.jsonl,1,15.1055326461792,10000,37.81045150756836,20.689926147460938,1.1556435823440552,0.10323932766914368,58.5003776550293,4.06766939163208,0.05,5.868623733520508,1041.4339599609375,32
1000,1.25,0,0.2,1000,bap,0.696436,0.5,population,0.5400070548057556,1.3897708763999663,0.9186270833015442,0.004151716362684965,0.016875220462679863,0.04343033988749895,0.028707096353173256,0.04558231681585312,0.004307364579290152,0.18824082612991333,0.04,0.02785744,0.0,0,5,sqrt_aspect,freon,0.0032356271985918283,0.014337485656142235,115.79129028320312,0.05786295235157013,2.066896438598633,74.98163604736328,1.175,sgd,0.08174776285886765,1,results/control_allbeta_10k/opt=freon_beta=0.2_N=32_D=1000_alpha=1.25_seed=1_grad=population_lrw=0.0278574_lrv=0.04_mom=0_proj=bap_ropt=sgd_ns=5_nesterov=0_scale=sqrt_aspect_freonc=0.5_trunc=0.05_randhi=1.175/metrics.jsonl,1,26.33623695373535,10000,36.44223403930664,27.33892059326172,1.4586341381072998,0.15800967812538147,63.78115463256836,4.410741329193115,0.05,5.91841459274292,1067.62060546875,32
1000,1.25,0,0.2,1000,bap,0.696436,0.5,population,0.5197537541389465,1.3897708763999663,0.6736717820167542,0.004231708124279976,0.01624230481684208,0.04343033988749895,0.021052243188023567,0.037294548004865646,0.004019961226731539,0.2058715522289276,0.04,0.02785744,0.0,0,5,sqrt_aspect,freon,0.0024452253710478544,-0.03520834818482399,102.0959701538086,0.05630907416343689,1.7340195178985596,98.27667999267578,1.175,sgd,0.09651540219783783,2,results/control_allbeta_10k/opt=freon_beta=0.2_N=32_D=1000_alpha=1.25_seed=2_grad=population_lrw=0.0278574_lrv=0.04_mom=0_proj=bap_ropt=sgd_ns=5_nesterov=0_scale=sqrt_aspect_freonc=0.5_trunc=0.05_randhi=1.175/metrics.jsonl,1,20.446491241455078,10000,36.32379913330078,25.759727478027344,1.1934255361557007,0.12452023476362228,62.083526611328125,4.116440296173096,0.05,5.975158214569092,1057.099365234375,32
2500,1.25,0,0.2,1000,bap,0.696436,0.5,population,0.10579470545053482,2.943083505599865,1.2399790287017822,1.59157243615482e-05,0.00020663028408307582,0.005748209971874737,0.0024218340404331684,0.002628464251756668,1.7329321053694002e-05,0.04834233969449997,0.04,0.02785744,0.0,0,5,sqrt_aspect,freon,0.005271452944725752,0.4986899793148041,26.814373016357422,0.003335383953526616,4.056843280792236,11.614585876464844,1.175,sgd,0.010510588996112347,0,results/control_allbeta_10k/opt=freon_beta=0.2_N=512_D=1000_alpha=1.25_seed=0_grad=population_lrw=0.0278574_lrv=0.04_mom=0_proj=bap_ropt=sgd_ns=5_nesterov=0_scale=sqrt_aspect_freonc=0.5_trunc=0.05_randhi=1.175/metrics.jsonl,1,72.13743591308594,10000,52.30368423461914,156.63623046875,1.345773696899414,0.4755603075027466,208.93991088867188,4.5427775382995605,0.05,23.452260971069336,1076.813232421875,512
1500,1.25,0,0.2,1000,bap,0.696436,0.5,population,0.09433769434690475,2.943083505599865,1.3761682510375977,1.6666328519931994e-05,0.00018425330927129835,0.005748209971874737,0.002687828615307808,0.0028720819391310215,1.792319744708948e-05,0.046300239861011505,0.04,0.02785744,0.0,0,5,sqrt_aspect,freon,0.0051241302862763405,0.5252788066864014,28.871082305908203,0.003332375781610608,4.075603485107422,11.676350593566895,1.175,sgd,0.010223899967968464,1,results/control_allbeta_10k/opt=freon_beta=0.2_N=512_D=1000_alpha=1.25_seed=1_grad=population_lrw=0.0278574_lrv=0.04_mom=0_proj=bap_ropt=sgd_ns=5_nesterov=0_scale=sqrt_aspect_freonc=0.5_trunc=0.05_randhi=1.175/metrics.jsonl,1,79.2155990600586,10000,52.489471435546875,158.59559631347656,1.470505952835083,0.5051453113555908,211.08506774902344,4.698458671569824,0.05,23.99890899658203,1083.25048828125,512
2000,1.25,0,0.2,1000,bap,0.696436,0.5,population,0.09234201163053513,2.943083505599865,1.2981548309326172,1.6318484995281324e-05,0.00018035549146588892,0.005748209971874737,0.002535458654165268,0.002715814160183072,1.766482637322042e-05,0.04528963565826416,0.04,0.02785744,0.0,0,5,sqrt_aspect,freon,0.005409905221313238,0.5201204419136047,27.640958786010742,0.0033310444559901953,4.247560024261475,11.17680549621582,1.175,sgd,0.009914002381265163,2,results/control_allbeta_10k/opt=freon_beta=0.2_N=512_D=1000_alpha=1.25_seed=2_grad=population_lrw=0.0278574_lrv=0.04_mom=0_proj=bap_ropt=sgd_ns=5_nesterov=0_scale=sqrt_aspect_freonc=0.5_trunc=0.05_randhi=1.175/metrics.jsonl,1,76.91983795166016,10000,52.147865295410156,156.21124267578125,1.390496850013733,0.5023565292358398,208.35911560058594,4.630728244781494,0.05,23.747146606445312,1078.4410400390625,512
2500,1.25,0,0.2,1000,bap,0.696436,0.5,population,0.42036497592926025,1.5699644256269403,0.8544541597366333,0.0010064919479191303,0.0065682027488946915,0.024530694150420942,0.013350846245884895,0.019919048994779587,0.0010463991202414036,0.14262308180332184,0.04,0.02785744,0.0,0,5,sqrt_aspect,freon,0.0017183185555040836,0.005508463364094496,69.67388916015625,0.027423927560448647,2.749189853668213,101.38494110107422,1.175,sgd,0.04413199797272682,0,results/control_allbeta_10k/opt=freon_beta=0.2_N=64_D=1000_alpha=1.25_seed=0_grad=population_lrw=0.0278574_lrv=0.04_mom=0_proj=bap_ropt=sgd_ns=5_nesterov=0_scale=sqrt_aspect_freonc=0.5_trunc=0.05_randhi=1.175/metrics.jsonl,1,23.613750457763672,10000,38.76470947265625,47.383689880371094,1.2748191356658936,0.14257019758224487,86.14839935302734,4.286050796508789,0.05,8.242172241210938,1079.031005859375,64
1500,1.25,0,0.2,1000,bap,0.696436,0.5,population,0.4568101763725281,1.5699644256269403,1.352715253829956,0.0012257462367415428,0.007137659005820751,0.024530694150420942,0.021136175841093063,0.02827383391559124,0.0011998293921351433,0.13987356424331665,0.04,0.02785744,0.0,0,5,sqrt_aspect,freon,0.003209388582035899,-0.02417472004890442,73.94025421142578,0.027519969269633293,2.3699140548706055,49.18805694580078,1.175,sgd,0.04639066383242607,1,results/control_allbeta_10k/opt=freon_beta=0.2_N=64_D=1000_alpha=1.25_seed=1_grad=population_lrw=0.0278574_lrv=0.04_mom=0_proj=bap_ropt=sgd_ns=5_nesterov=0_scale=sqrt_aspect_freonc=0.5_trunc=0.05_randhi=1.175/metrics.jsonl,1,33.347442626953125,10000,38.92750930786133,48.13435745239258,1.8095253705978394,0.17882795631885529,87.0618667602539,4.914501190185547,0.05,9.095714569091797,1086.474365234375,64
1000,1.25,0,0.2,1000,bap,0.696436,0.5,population,0.4086572825908661,1.5699644256269403,0.810550332069397,0.0012987039517611265,0.006385270040482283,0.024530694150420942,0.012664848938584328,0.019050119444727898,0.0010305476607754827,0.15595528483390808,0.04,0.02785744,0.0,0,5,sqrt_aspect,freon,0.001995394006371498,0.02713891863822937,74.4973373413086,0.02759556658565998,1.9261987209320068,76.85967254638672,1.175,sgd,0.05545073002576828,2,results/control_allbeta_10k/opt=freon_beta=0.2_N=64_D=1000_alpha=1.25_seed=2_grad=population_lrw=0.0278574_lrv=0.04_mom=0_proj=bap_ropt=sgd_ns=5_nesterov=0_scale=sqrt_aspect_freonc=0.5_trunc=0.05_randhi=1.175/metrics.jsonl,1,23.59929656982422,10000,38.93461227416992,43.47335433959961,1.2192076444625854,0.13348902761936188,82.40796661376953,4.221123218536377,0.05,9.362495422363281,1082.432373046875,64
1500,1.25,0,0.5,1000,bap,0.696436,0.5,population,0.04524628445506096,4.047857702507763,1.5126183032989502,4.073493983014487e-06,4.418582466314547e-05,0.003952986037605237,0.001477166311815381,0.0015213520964607596,4.439055373950396e-06,0.005463062785565853,0.04,0.02785744,0.0,0,5,sqrt_aspect,freon,0.001040354953147471,0.5797359347343445,10.387287139892578,0.0013073915615677834,10.624171257019043,41.127960205078125,1.175,sgd,0.0028048192616552114,0,results/control_allbeta_10k/opt=freon_beta=0.5_N=1024_D=1000_alpha=1.25_seed=0_grad=population_lrw=0.0278574_lrv=0.04_mom=0_proj=bap_ropt=sgd_ns=5_nesterov=0_scale=sqrt_aspect_freonc=0.5_trunc=0.05_randhi=1.175/metrics.jsonl,1,30.375898361206055,10000,60.97294235229492,124.53268432617188,1.5578645467758179,0.6943544745445251,185.50563049316406,4.65468692779541,0.05,33.55830764770508,1028.863525390625,1024
1000,1.25,0,0.5,1000,bap,0.696436,0.5,population,0.04595690593123436,4.047857702507763,1.6464895009994507,3.6759086015081266e-06,4.4879790948471054e-05,0.003952986037605237,0.001607899903319776,0.001652779639698565,4.602181434165686e-06,0.005826691165566444,0.04,0.02785744,0.0,0,5,sqrt_aspect,freon,0.0015182204078882933,0.6279195547103882,10.624765396118164,0.0013072892324998975,9.943177223205566,29.667781829833984,1.175,sgd,0.003154830075800419,1,results/control_allbeta_10k/opt=freon_beta=0.5_N=1024_D=1000_alpha=1.25_seed=1_grad=population_lrw=0.0278574_lrv=0.04_mom=0_proj=bap_ropt=sgd_ns=5_nesterov=0_scale=sqrt_aspect_freonc=0.5_trunc=0.05_randhi=1.175/metrics.jsonl,1,29.980466842651367,10000,61.161964416503906,129.17349243164062,1.6924463510513306,0.7018470168113708,190.33544921875,4.825736999511719,0.05,31.878572463989258,1032.797119140625,1024
1500,1.25,0,0.5,1000,bap,0.696436,0.5,population,0.046282026916742325,4.047857702507763,1.5762794017791748,3.936710527341347e-06,4.5197291910881177e-05,0.003952986037605237,0.0015393353532999754,0.0015845326706767082,4.521646587818395e-06,0.004709829576313496,0.04,0.02785744,0.0,0,5,sqrt_aspect,freon,0.0010652666678652167,0.6085624694824219,10.578563690185547,0.0013070590794086456,11.850253105163574,40.858009338378906,1.175,sgd,0.0025579328648746014,2,results/control_allbeta_10k/opt=freon_beta=0.5_N=1024_D=1000_alpha=1.25_seed=2_grad=population_lrw=0.0278574_lrv=0.04_mom=0_proj=bap_ropt=sgd_ns=5_nesterov=0_scale=sqrt_aspect_freonc=0.5_trunc=0.05_randhi=1.175/metrics.jsonl,1,31.90343475341797,10000,60.95756530761719,124.87811279296875,1.6225614547729492,0.7400491833686829,185.83567810058594,4.741290092468262,0.05,32.99007034301758,1029.25390625,1024
2000,1.25,0,0.5,1000,bap,0.696436,0.5,population,0.2872440814971924,1.8435417527999325,1.2265856266021729,0.00023913350014481694,0.0022440943866968155,0.014402669943749473,0.009582700207829475,0.011826794594526291,0.00027748249704018235,0.037619903683662415,0.04,0.02785744,0.0,0,5,sqrt_aspect,freon,0.0012783603742718697,-0.035649485886096954,22.007959365844727,0.010554802604019642,4.41388463973999,98.84705352783203,1.175,sgd,0.019937800243496895,0,results/control_allbeta_10k/opt=freon_beta=0.5_N=128_D=1000_alpha=1.25_seed=0_grad=population_lrw=0.0278574_lrv=0.04_mom=0_proj=bap_ropt=sgd_ns=5_nesterov=0_scale=sqrt_aspect_freonc=0.5_trunc=0.05_randhi=1.175/metrics.jsonl,1,14.568663597106934,10000,42.13561248779297,53.504737854003906,1.5138297080993652,0.24628327786922455,95.64035034179688,4.546273231506348,0.05,11.363228797912598,1052.5888671875,128
2000,1.25,0,0.5,1000,bap,0.696436,0.5,population,0.31873464584350586,1.8435417527999325,1.553716778755188,0.00029000776703469455,0.0024901144206523895,0.014402669943749473,0.012138412334024906,0.014628526754677296,0.00030683621298521757,0.038412079215049744,0.04,0.02785744,0.0,0,5,sqrt_aspect,freon,0.0021650088019669056,-0.0053196195513010025,23.2181453704834,0.010590321384370327,3.915834426879883,52.9996223449707,1.175,sgd,0.020407477393746376,1,results/control_allbeta_10k/opt=freon_beta=0.5_N=128_D=1000_alpha=1.25_seed=1_grad=population_lrw=0.0278574_lrv=0.04_mom=0_proj=bap_ropt=sgd_ns=5_nesterov=0_scale=sqrt_aspect_freonc=0.5_trunc=0.05_randhi=1.175/metrics.jsonl,1,14.575600624084473,10000,41.9996452331543,50.950130462646484,1.8724514245986938,0.23108606040477753,92.94977569580078,5.027204513549805,0.05,12.513717651367188,1052.0543212890625,128
1500,1.25,0,0.5,1000,bap,0.696436,0.5,population,0.2684909701347351,1.8435417527999325,1.2679924964904785,0.00030048139160498977,0.002097585704177618,0.014402669943749473,0.009906191378831863,0.012003776617348194,0.00027907127514481544,0.038983672857284546,0.04,0.02785744,0.0,0,5,sqrt_aspect,freon,0.0013458090834319592,0.045599475502967834,23.915830612182617,0.010561877861618996,3.459221839904785,83.76161193847656,1.175,sgd,0.022695055231451988,2,results/control_allbeta_10k/opt=freon_beta=0.5_N=128_D=1000_alpha=1.25_seed=2_grad=population_lrw=0.0278574_lrv=0.04_mom=0_proj=bap_ropt=sgd_ns=5_nesterov=0_scale=sqrt_aspect_freonc=0.5_trunc=0.05_randhi=1.175/metrics.jsonl,1,17.594961166381836,10000,41.98607635498047,51.62434387207031,1.5364834070205688,0.2715761959552765,93.61042022705078,4.572303771972656,0.05,12.737679481506348,1057.432373046875,128
1000,1.25,0,0.5,1000,bap,0.696436,0.5,population,0.021209947764873505,5.9101670111997295,1.6153119802474976,9.60328861765447e-07,1.0356419807067141e-05,0.002885823735937368,0.0007887265528552234,0.0007990829763002694,1.135593151957437e-06,0.0025227777659893036,0.04,0.02785744,0.0,0,5,sqrt_aspect,freon,0.0008222066680900753,0.710834264755249,8.99984073638916,0.0006533847190439701,13.89574146270752,37.893638610839844,1.175,sgd,0.0015615171287208796,0,results/control_allbeta_10k/opt=freon_beta=0.5_N=2048_D=1000_alpha=1.25_seed=0_grad=population_lrw=0.0278574_lrv=0.04_mom=0_proj=bap_ropt=sgd_ns=5_nesterov=0_scale=sqrt_aspect_freonc=0.5_trunc=0.05_randhi=1.175/metrics.jsonl,1,36.14939498901367,10000,74.29785919189453,189.49771118164062,1.6365219354629517,0.841837465763092,263.7955627441406,4.7630228996276855,0.05,46.086265563964844,1030.55029296875,2048
1000,1.25,0,0.5,1000,bap,0.696436,0.5,population,0.020810971036553383,5.9101670111997295,1.6129777431488037,9.790815056476276e-07,1.0161606951442081e-05,0.002885823735937368,0.0007875867886468768,0.0007977483910508454,1.136286982728052e-06,0.002481051255017519,0.04,0.02785744,0.0,0,5,sqrt_aspect,freon,0.0008411279995925725,0.7223851680755615,8.582136154174805,0.0006533924606628716,13.495954513549805,36.68476867675781,1.175,sgd,0.0015923019964247942,1,results/control_allbeta_10k/opt=freon_beta=0.5_N=2048_D=1000_alpha=1.25_seed=1_grad=population_lrw=0.0278574_lrv=0.04_mom=0_proj=bap_ropt=sgd_ns=5_nesterov=0_scale=sqrt_aspect_freonc=0.5_trunc=0.05_randhi=1.175/metrics.jsonl,1,36.455291748046875,10000,74.43868255615234,185.76089477539062,1.6337887048721313,0.8518147468566895,260.1995849609375,4.765933036804199,0.05,46.534061431884766,1031.8841552734375,2048
